video_url,transcript_summary,misinfo_label,misinfo_reason,treatment_mentioned,is_aad_approved
https://www.tiktok.com/@drjennyliu/video/7475355483126336814,"# Summary

A dermatologist recommends different benzoyl peroxide cleansers based on skin type and needs—from gentle options for sensitive skin to foaming formulas for oily skin—and advises leaving the product on for a few minutes before rinsing for maximum effectiveness. The video also confirms that benzoyl peroxide cleansers can be safely used alongside topical retinoids.",no,Recommends AAD-approved treatment only,benzoyl peroxide,yes
https://www.tiktok.com/@dr.mamina/video/7423915905203113246,"# Summary

The video recommends three key products to effectively reduce blackheads: benzoyl peroxide to decrease sebum and bacteria, salicylic acid toner (used 1-2 times weekly) to exfoliate and prevent blackheads, and niacinamide serum (used 1-2 times daily) to soothe skin and prevent future acne. The creator asks viewers to share their own blackhead solutions and current product recommendations in the comments.",no,Recommends AAD-approved treatment only,"salicylic acid, niacinamide, benzoyl peroxide",yes
https://www.tiktok.com/@dermdoctor/video/6886649153150127366,"# Summary

Benzoyl peroxide is recommended as an effective ingredient for treating hormonal acne because it kills acne-causing bacteria and reduces congestion, with Paula's Choice being suggested as a lower-percentage option.",no,Recommends AAD-approved treatment only,benzoyl peroxide,yes
https://www.tiktok.com/@drjennyliu/video/7464595430475730222,"# Summary

A dermatologist recommends simplifying skincare into three core steps—cleanse, treat, and protect—with specific product recommendations for each stage, tailoring the treatment step to address individual concerns like acne or aging.",no,Recommends professional dermatological care,none,na
https://www.tiktok.com/@aamnaadel/video/7398614908671118624,"# Summary

Dermatologists treat acne by first assessing its type and severity, then recommending treatments ranging from topical options (retinoids, benzoyl peroxide) for mild cases to oral medications for moderate acne and isotretinoin for severe cases, while also emphasizing the importance of lifestyle and skincare practices alongside in-office procedures like chemical peels or laser treatment.",no,Recommends AAD-approved treatment only,"tretinoin, isotretinoin, benzoyl peroxide",yes
https://www.tiktok.com/@aamnaadel/video/7588997547197287683,"# Summary

A dermatologist explains that acne management involves assessing the type and severity of acne, then treating it progressively from topical treatments (retinoids, benzoyl peroxide) for mild cases, to oral medications for moderate cases, to isotretinoin for severe cases with scarring risk, while also emphasizing the importance of lifestyle and skincare routines alongside in-office procedures like chemical peels or laser treatment.",no,Recommends AAD-approved treatment only,"tretinoin, isotretinoin, benzoyl peroxide",yes
https://www.tiktok.com/@dr.mamina/video/7457805396032392478,"# Summary

The video presents three tips for managing hormonal acne: maintain consistency with a skincare routine using one or two active ingredients for 6-8 weeks (rather than giving up early), avoid over-exfoliating and over-cleansing to protect your skin barrier, and address lifestyle triggers like poor sleep, stress, and high-glycemic foods that can worsen acne.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@drjennyliu/video/7598029009116564749,"# Summary

A dermatologist warns that excessive niacinamide in skincare products (above 10%) can cause redness and irritation, and recommends using lower-concentration niacinamide products (5% or less) for skin barrier repair and sensitivity management. She highlights three specific product recommendations that effectively deliver niacinamide benefits without causing adverse reactions.",no,Recommends AAD-approved treatment only,niacinamide,yes
https://www.tiktok.com/@dermguru/video/7613464697232248095,"# Summary

Niacinamide is a dermatologist-approved ingredient that offers multiple skincare benefits—including reducing hyperpigmentation, repairing the skin barrier, decreasing redness, and providing anti-aging effects—though its effectiveness depends on the concentration and formulation used. It's widely available in many affordable products like CeraVe moisturizers, sunscreens, and other skincare lines.",no,Recommends AAD-approved treatment only,"niacinamide, sunscreen",yes
https://www.tiktok.com/@aamnaadel/video/7607918028063247638,"# Summary

The creator recommends niacinamide-based skincare products as their favorites for 2025, highlighting how niacinamide brightens skin, regulates sebum, and repairs the skin barrier while featuring specific product recommendations like Elta MD UV Clear sunscreen, La Roche-Posay Retinol B3, and Cetaphil Gentle Skin Cleanser. These products are particularly beneficial for acne-prone, oily, and sensitive skin types.",no,Recommends AAD-approved treatment only,"niacinamide, sunscreen, retinol",yes
https://www.tiktok.com/@dermguru/video/7174787748648471854,"# Summary

The creator shares three mistakes that caused breakouts when starting niacinamide: using too high a concentration (10% instead of 5%), layering multiple niacinamide products, and exfoliating before application—recommending a lower-concentration formula like Anua's Peach Serum (5%) combined with proper usage to avoid irritation and maximize benefits like reduced inflammation and sebum control.",no,Recommends AAD-approved treatment only,niacinamide,yes
https://www.tiktok.com/@dermangelo/video/7309232709816028459,"# Summary

A dermatologist warns against using multiple niacinamide products simultaneously, explaining that while niacinamide is beneficial at 2-5% concentration, stacking it across cleansers, serums, and moisturizers causes irritation and barrier damage rather than better results. The advice is to use just one niacinamide product at the optimal 5% concentration.",no,Recommends AAD-approved treatment only,niacinamide,yes
https://www.tiktok.com/@brownskinderm/video/7617194300199226638,"# Summary

Dr. Abbey Waldman highlights niacinamide (a form of vitamin B3) as the most powerful vitamin for skin health, citing scientific evidence that it effectively addresses acne, wrinkles, brown spots, and skin cancer risk—primarily through topical application, though oral intake may be most effective for certain populations.",no,Recommends AAD-approved treatment only,niacinamide,yes
https://www.tiktok.com/@drjoe_md/video/7615704941818105118,"# Summary

Niacinamide, a form of vitamin B3, is a versatile skincare ingredient that benefits all skin types by reducing sebum production and pore appearance for acne-prone skin, increasing hydration for dry skin, reducing inflammation and redness for rosacea, fading post-inflammatory hyperpigmentation, and protecting against blue light and UV damage. The creator recommends it as an effective multi-purpose addition to any skincare routine.",no,Recommends AAD-approved treatment only,niacinamide,yes
https://www.tiktok.com/@russwong.md/video/7517389209997495559,"# Summary

The video discusses a skincare product (likely a common acne treatment) that effectively treats acne but is overrated for other benefits like reducing redness or pore size, with the caveat that it doesn't work for everyone and higher concentrations aren't necessarily better.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@boutiqueskinenvie/video/7553734945617841416,"# Summary

The creator shares her skincare routine for treating severely dry skin by double cleansing, dermaplaning with a fresh blade, exfoliating, and then using toners and moisturizers to lock in hydration. The key advice is to use a new dermaplaning blade to avoid causing acne while removing dead skin and hair.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@asmashah/video/7568170542742703368,"# Summary

Dr. Valdi highlights panthenol as an underrated skincare ingredient that converts to panthenoic acid in the skin to strengthen the skin barrier and promote lipid production, making it beneficial for all skin types—especially those with dry, sensitive, or oily skin seeking hydration and balance.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@drektay/video/7614050828613209375,"# Summary

This influencer recommends a hyped moisturizer as genuinely worthy of its popularity, highlighting its key ingredients—panthenol (vitamin B5), squalene, and butylene glycol—that work together to hydrate, reduce inflammation, and strengthen the skin barrier across all skin types. They emphasize that the best moisturizers are simple formulations that feel lightweight and integrate seamlessly into any skincare routine.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@boutiqueskinenvie/video/7617982035453349127,"# Summary

The video recommends using a barrier-supporting moisturizer—specifically one containing panthenol—as the key to achieving long-lasting ""glass skin,"" claiming these products reduce water loss, increase hydration, and maintain a healthy skin barrier for all skin types.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@opheyylia/video/7625563370363604246,"# Summary

The video recommends a Korean moisturizer from Sun By Me for treating redness and dry skin, praising its ingredient list (dexpanthenol, beta-cytosterol, copper peptides, and argyroline) and highlighting its exceptional hydrating performance and visible skin-plumping results.",no,Progress/transformation content without treatment claim,none,na
https://www.tiktok.com/@ashleysmixon/video/7488013129541094687,"I don't have a transcript to summarize. You've provided only the phrase ""Stop I want it, I got it,"" which appears to be a song lyric or slogan rather than skincare advice. Could you please share the actual video transcript you'd like me to summarize?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@careclarkbsn/video/7626550640684174623,"I don't have a skincare video transcript to summarize. The text you provided appears to be song lyrics (""I Want It"" by Codeine Dreaming) rather than skincare advice.

Could you please share the actual TikTok skincare video transcript you'd like me to summarize?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@dermangelo/video/7626838673656417566,I don't have enough context from this transcript to provide a meaningful summary. The quoted text doesn't contain any specific skincare or acne advice. Could you provide the full video transcript or clarify what skincare tips were discussed?,not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@dermangelo/video/7628224316122991903,"# Summary

Azelaic acid is an underrated skincare ingredient effective for acne, rosacea, and hyperpigmentation, but the best product depends on your specific skin concerns—The Ordinary's 10% is ideal for beginners, Paula's Choice 10% works best for acne (with added salicylic acid), and Peach Slices is recommended for redness and rosacea.",no,Recommends AAD-approved treatment only,"salicylic acid, azelaic acid",yes
https://www.tiktok.com/@dermangelo/video/7628446837988461854,"# Summary

Azelaic acid is a versatile skincare ingredient that effectively combines with multiple products—including niacinamide, retinol, vitamin C, salicylic acid, sunscreen, and sulfur—to address various skin concerns like acne, hyperpigmentation, redness, and rosacea. The video emphasizes that azelaic acid's compatibility makes it an ideal foundation ingredient for most skincare routines.",no,Recommends AAD-approved treatment only,"salicylic acid, sulfur, azelaic acid",yes
https://www.tiktok.com/@dermangelo/video/7613403186715544863,"# Summary

The creator demonstrates the proper technique for applying azelaic acid cream: use a pea-sized amount distributed with two fingers across the face in a thin, even layer (avoiding areas like the forehead if prone to breakouts), emphasizing that less product means fewer side effects.",no,Recommends AAD-approved treatment only,azelaic acid,yes
https://www.tiktok.com/@dermangelo/video/7608615530961947934,"# Summary

The video explains how to choose the right azelaic acid product based on your specific skin concerns: The Ordinary's 10% formula for beginners, Paula's Choice 10% with added salicylic acid for acne-prone skin, and Naturium's 10% emulsion with brightening ingredients for hyperpigmentation. Different azelaic acid products work better for different skin issues, so selecting one tailored to your needs is key to avoiding wasted money.",no,Recommends AAD-approved treatment only,"salicylic acid, azelaic acid",yes
https://www.tiktok.com/@dermangelo/video/7523654227671993631,"# Summary

The creator recommends starting with azelaic acid before introducing a retinoid, comparing azelaic acid to a ""gentle jog"" versus retinoids' intensity of a ""10k run,"" because it has fewer side effects, minimal purging, and helps build skin tolerance and confidence before moving to the stronger treatment.",no,Recommends AAD-approved treatment only,azelaic acid,yes
https://www.tiktok.com/@dermangelo/video/7600915918536887582,"# Summary

Paula's Choice 10% azelaic acid booster is an effective product for treating acne marks, redness, and texture, but users often waste their money by giving up too quickly or using it too sparingly—you need to commit to at least 6 weeks of consistent use (ideally 3 months) to see real results. The video emphasizes that patience and proper application are key to avoiding disappointment with this skincare product.",no,Recommends AAD-approved treatment only,azelaic acid,yes
https://www.tiktok.com/@dermangelo/video/7604121706361326879,"# Summary

The application order for azelaic acid depends on its formulation: if it's a serum, apply it early in your routine on clean skin or between other serums, followed by gels, creams, and moisturizer; if it's a cream, apply it after serums but before your final moisturizer and sunscreen.",no,Recommends AAD-approved treatment only,"azelaic acid, sunscreen",yes
https://www.tiktok.com/@dermangelo/video/7348500031562992938,I don't have a complete transcript to summarize. The text you provided appears to be cut off mid-sentence and doesn't contain clear skincare or acne advice. Could you please provide the full transcript of the TikTok video?,not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@dermangelo/video/7604877432394501407,"# Summary

Azelaic acid is an effective acne treatment that kills bacteria, reduces inflammation, and promotes cell turnover; it should be started at 10% strength, applied as a thin layer at night 2-3 times per week, and can be gradually increased in frequency as tolerance builds.",no,Recommends AAD-approved treatment only,azelaic acid,yes
https://www.tiktok.com/@maxandwell_/video/7265449443116322053,"# Summary

This humorous TikTok uses comedic stereotypes about dermatologists to highlight their professional habits and quirks, such as their dislike of Neosporin, frequent use of tretinoin and Botox, and tendency to casually use medical treatments on themselves. The main takeaway is a tongue-in-cheek look at dermatologist culture rather than specific skincare advice.",no,Recommends AAD-approved treatment only,tretinoin,yes
https://www.tiktok.com/@facedbycam/video/7628753118855040269,"# Summary

This TikTok video recommends specific skincare and body care products for various skin conditions: Paula's Choice Salicylic Acid for sebaceous filaments, a urea/lactic acid/retinol formula for body bumps, Differin Gel (Adapalene) for acne, Anua Azelaic Acid for rosacea, Nizorol Shampoo for dandruff, and Chlorhexidine for body odor. The creator presents these as go-to products for",no,Recommends AAD-approved treatment only,"salicylic acid, azelaic acid, retinol",yes
https://www.tiktok.com/@kiyahraine/video/7453625832377175342,"# Summary

This isn't actually a skincare/acne advice video—it's a day-in-the-life vlog of a board-certified dermatologist describing their daily routine, which includes Mohs surgery procedures, general dermatology, cosmetic treatments, and personal/family time.",no,Recommends professional dermatological care,none,na
https://www.tiktok.com/@jocelyntrimmier/video/7431308967676054814,I'm unable to provide a summary of this transcript as it doesn't appear to contain any actual skincare or acne advice. The text only shows what seems to be a conversational exchange or dialogue without any substantive information about skincare tips or claims.,partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@turboweezy/video/7628734292343999775,"# Summary

A dermatologist examines a patient's suspicious skin spots, performs biopsies on concerning lesions, and emphasizes that daily sunscreen use is essential for all people—even those who spend minimal time outdoors—because UV rays are unavoidable everywhere.",no,Recommends AAD-approved treatment only,sunscreen,yes
https://www.tiktok.com/@jajolieskin/video/7310286626561854763,"This transcript doesn't contain skincare or acne advice—it appears to be a casual conversation about smiling and making work enjoyable, unrelated to the stated topic.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@skincarewithmorgan/video/7628730879036247309,"# Summary

Pimple patches work best on whiteheads or surface-level pimples, but are largely ineffective on deep, under-the-surface pimples that aren't ready to come to a head. The creator tested various patches on subsurface blemishes and found minimal to no results, though they noted patches worked better on a whitehead that appeared on her forehead and cleared within days.",no,Progress/transformation content without treatment claim,none,na
https://www.tiktok.com/@lucy_seitz/video/7271323030767389995,"# Summary

A dermatologist recommends different pimple patch products for various acne stages, including specific options for whiteheads, red bumps, cystic acne, and post-acne marks, with brands like Cetaphil, Hero Cosmetics, Topicals, and Mighty Patch featured for different treatment needs.",no,Recommends professional dermatological care,none,na
https://www.tiktok.com/@maxandwell_/video/7388308237470141702,"I don't see a transcript provided in your message. Could you please share the TikTok video transcript you'd like me to summarize? Once you provide the actual skincare/acne advice content, I'll be happy to condense it into 1-2 sentences.",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@rooted.reflections/video/7332240659576802602,"# Summary

The creator is testing acne pimple patches and notes that they adhere well to moisturized skin (unlike patches they've used before that slide off) and are designed to be small to fit just the pimple head, planning to evaluate their effectiveness throughout the day.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@dermguru/video/7119840719082229035,"# Summary

The creator claims that pimple patches effectively reduced their forehead breakout when worn overnight by drawing out the acne.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@drdustinportela/video/7413881033063533855,"I don't have a transcript to summarize. The text you provided only contains the phrase ""Keep going"" repeated several times, which doesn't convey any specific acne or skincare advice or claim. 

Could you please share the actual video transcript or the main content from the skincare video?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@dermguru/video/7550039717631347998,"# Summary

A dermatologist recommends Skin 104's Centella Asiatica 100% Ampoule as an underrated skincare product that stimulates hyaluronic acid production, reduces inflammation, and promotes healing, making it beneficial for acne-prone skin and post-inflammatory marks. The product is a pure single-ingredient extract of the traditional medicinal plant that provides a dewy glow and is now available on TikTok Shop.",no,Recommends professional dermatological care,none,na
https://www.tiktok.com/@dermdoctor/video/6930250257943104774,"# Summary

A K-beauty serum falsely claims to be 100% centella asiatica extract, but actually contains less than 5% of the actual plant due to Korean labeling loopholes that allow brands to list pre-made supplier formulas under a single ingredient name without disclosing their full composition. The creator criticizes this deceptive marketing practice that would require fuller transparency under Australian regulations.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@dr.mamina/video/7252416008978271530,"# Summary

Centella asiatica is a biologically active medicinal herb containing compounds that help soothe and reduce inflammation, making it genuinely helpful for reactive or inflamed skin, though it doesn't remodel skin like retinoids do. TICA (titrated extract of centella asiatica) with defined active compounds is more effective than generic centella extracts, while ""cica"" is simply a marketing term for centella-derived ingredients.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@russwong.md/video/7603389366295104786,I don't see a transcript provided in your message. Could you please share the actual TikTok video transcript about acne/skincare so I can summarize the main advice or claim for you?,not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@doctorsood/video/7554536484494265613,"# Summary

Despite initial skepticism, the creator tested the Skin 1004 Vyra Moisturizing Ampoule with a hydration meter and found it genuinely effective, with skin hydration increasing from 41% to 60% while feeling smooth and non-sticky—making it worth the purchase despite being a hyped Korean skincare product.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@drjennyliu/video/7195923305205959978,"# Summary

Centella asiatica (gotu kola) is an ancient adaptogenic herb from Asia traditionally used in Chinese and Ayurvedic medicine for wound healing, cognitive function, and longevity, with a recommended daily dosage of 2,000-3,000 mg (up to 15,000 mg) as it has no toxicity. The video emphasizes its organoceutic properties—meaning it improves the structure and function of the body's organs.",yes,Promotes non-AAD treatment: ayurvedic,ayurvedic,no
https://www.tiktok.com/@dr_ingky/video/7626697085806595345,"# Summary

Centella is a universal skincare ingredient that's calming and hydrating, and the creator emphasizes that hydration should be the #1 priority in any skincare routine—even more important than active ingredients like retinol or exfoliants. They specifically recommend Centella products (like the affordable Skin 104 serum) for anyone with dehydration, redness, or acne, and encourage viewers to apply hydrating products twice daily.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@careclarkbsn/video/6915563865371643141,"# Summary

Centella asiatica (cica) is claimed to improve circulation, reduce cellulitis and fluid retention, stimulate collagen production, and enhance skin elasticity, while also helping to improve stretch marks and scars.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@dermdoctor/video/6838406405406330117,"# Summary

The creator recommends drinking gotu kola (centella asiatica) tea alongside topical skincare products, claiming it supports collagen production, improves circulation, reduces brain fog, and relieves stress-related issues—ultimately enhancing skin, hair, and overall health from the inside out. She positions internal health as the foundation for visible beauty improvements and better quality of life.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@dr.tommymartin/video/6891304287402577158,"# Summary

Spironolactone can be safely used long-term for hormonal acne, though patients should stop one month before trying to conceive and those over 45 should have regular blood work monitoring to check electrolytes and ensure no medication interactions.",no,Recommends AAD-approved treatment only,spironolactone,yes
https://www.tiktok.com/@drtiapaul/video/7275146342123556138,"# Summary

A dermatologist explains that while spironolactone (commonly prescribed for adult female acne) does have side effects like increased urination and breast tenderness, many benefits like reduced facial hair growth, less oiliness, and thicker hair often go unmentioned—and unwanted side effects can be minimized by starting at lower doses and gradually increasing them over time.",no,Recommends AAD-approved treatment only,spironolactone,yes
https://www.tiktok.com/@drtiapaul/video/7361223156922600746,"# Summary

Spironolactone can help PCOS-related acne and hirsutism by blocking testosterone, but since PCOS is lifelong, the video recommends developing a long-term ""exit plan"" by naturally managing insulin resistance through diet (higher protein, lower carbs, added fiber, inositol supplements) and potentially eliminating gluten and dairy to naturally lower testosterone levels.",partial,Mixes approved with non-approved: inositol,inositol,partial
https://www.tiktok.com/@skinbydrazi/video/7514402742614379806,"# Summary

Spironolactone is an effective off-label treatment for hormonal acne, but it comes with potential side effects like increased urination and menstrual irregularities, which is why dermatologists typically start patients on lower doses and monitor their response before increasing. Lab monitoring may be necessary for older patients due to the medication's effect on potassium levels and kidney function.",no,Recommends AAD-approved treatment only,spironolactone,yes
https://www.tiktok.com/@aamnaadel/video/7613485440850578710,"# Summary

The creator shares three unexpected side effects from taking spironolactone for acne: weight loss (rather than gain), worsened menstrual cramps and cycle irregularities, and ironically, worsening acne—though they're continuing the medication hoping for improvement after six to seven months of use.",no,Recommends AAD-approved treatment only,spironolactone,yes
https://www.tiktok.com/@dr.mamina/video/7332873356389256490,"# Summary

While spironolactone effectively treats acne by lowering androgens, the video argues that simply suppressing hormones doesn't address the root cause—modern lifestyle factors like chronic stress, blood sugar dysregulation, and gut/liver dysfunction that are actually driving excessive androgen signaling in the first place. For lasting clear skin, these underlying physiological stressors need to be addressed rather than just medicated away.",no,Recommends AAD-approved treatment only,spironolactone,yes
https://www.tiktok.com/@drspf/video/7578984438751661342,"# Summary

The video distinguishes between side effects (expected reactions) and adverse effects (serious unwanted reactions) of spironolactone for acne treatment, explaining that adverse effects like menstrual irregularities, breast tenderness, headaches, and blood pressure drops should prompt exploration of alternative treatments. The creator emphasizes providing this information to empower patients to make informed decisions about whether to start, continue, or switch medications.",no,Recommends AAD-approved treatment only,spironolactone,yes
https://www.tiktok.com/@sunnyfromsunnybread/video/7598531206942117127,"# Summary

The video recommends several affordable drugstore retinol products (priced $22-40) from brands like Olay Regenerist and CeraVe, highlighting their key ingredients like niacinamide, peptides, and hyaluronic acid that work together to reduce fine lines, boost collagen, and improve overall skin texture. Each product is suited for different skin types, from beginners to those with mature or dry skin.",no,Recommends AAD-approved treatment only,"niacinamide, retinol",yes
https://www.tiktok.com/@kalei_sg/video/7329056598825995538,"# Summary

A board-certified dermatologist explains that most people use retinol incorrectly, causing irritation and burns, and advises using lower strengths, applying only a pea-sized amount to dry skin, always moisturizing afterward, avoiding mixing with other exfoliants, and waiting 6-8 weeks to see results. The key is that ""less is more"" with retinol to achieve healthy skin without damaging your skin barrier.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@dr.ryan.md/video/7623790597286939934,"# Summary

A board-certified dermatologist recommends affordable, drugstore retinol products for different age groups and skin types—CeraVe Resurfacing Retinol Serum for those in their mid-20s, Olay Retinol 24 for sensitive skin, and Neutrogena for those 40+ seeking stronger formulations, while emphasizing that teenagers should only use retinoids if prescribed by a dermatologist for acne.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@drabby6/video/7252860847834271019,"# Summary

The video explains how to choose the right retinoid based on your experience level: retinol for beginners (gentler, requires two conversion steps), retinaldehyde for more advanced users (more potent, one conversion step), and warns against retinol palmitate products like A313 as ineffective for anti-aging. The creator emphasizes that understanding these differences prevents wasting money on unsuitable retinoids.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@._taramd/video/7363274641651207470,"# Summary

The video outlines which skincare ingredients are safe to layer with retinoids, including hyaluronic acid, niacinamide serums, azelaic acid, and peptide moisturizers, recommending a hydration-focused approach by applying these products before and/or after retinol for enhanced results and skin benefits like reduced redness and increased collagen.",no,Recommends AAD-approved treatment only,"azelaic acid, niacinamide, retinol",yes
https://www.tiktok.com/@drsomjiskin/video/7628276945599434006,"# Summary

The video reviews multiple retinol products across different price points, rating them on effectiveness for acne, wrinkles, and texture improvement. The key claim is that retinol is an essential ingredient for treating acne and aging concerns, with options available at various price levels—from affordable drugstore brands like Neutrogena and CeraVe to premium options like Skin Better.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@mzxydd/video/7615259421056224534,"I don't have a complete transcript to summarize. The text provided (""myself at one with this"") appears to be a fragment that doesn't contain clear skincare or acne advice. Could you please provide the full transcript so I can give you an accurate 1-2 sentence summary?",not_acne_content,Transcript summary failed — insufficient content,none,na
https://www.tiktok.com/@dermatica/video/7490662084494019862,"# Summary

When starting retinol, use only a pea-sized amount applied at night on dry skin using the dot method, and gradually increase usage from every third night in month one to every other night in month two, eventually working up to nightly use. The video emphasizes that more retinol isn't better and recommends a gentle, well-tolerated formulation like the one shown for beginners.",no,Recommends AAD-approved treatment only,retinol,yes
https://www.tiktok.com/@charinecheungg/video/7477844965473684742,"# Summary

The creator, with six years of retinoid experience, explains that persistent flaking and irritation from retinoids may stem from using them too infrequently (preventing skin adaptation) or using a formulation that's too strong for your individual tolerance level. The key takeaway is that finding the right balance of frequency and strength is essential to successfully retinize your skin.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@neverforbad/video/7440479176307510583,"# Summary

This video promotes a traditional Chinese medicine breakfast soup featuring snow mushroom—which allegedly acts as a natural hyaluronic acid and collagen booster—combined with red beans, goji berries, and jujubes to achieve glowing skin and fight aging from within. The creator claims this ""eating your skincare"" approach delivers the same benefits as topical skincare products.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@charinecheungg/video/7420523561464466694,"# Summary

The video claims that hormonal acne can be treated from within using Traditional Chinese Medicine herbs like chrysanthemum tea, peony, licorice root, and reishi mushroom, which allegedly reduce internal heat, inflammation, and stress to prevent cyclical breakouts.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@purito_official/video/7540834088047922446,"# Summary

The video recommends two methods for achieving glowy skin: cosmetic acupuncture and using skincare products containing Chinese medicine herbs, specifically highlighting a brand called Moonbow.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@sannie.ugc/video/7547210889422785793,"# Summary

The video promotes a traditional Chinese medicine dessert soup containing peachtree sap, white tremella, and jujubes as an alternative to expensive skincare products, claiming these ingredients provide elasticity, hydration, and skin brightness similar to Botox results.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@dermdoctor/video/7364911557374954794,"# Summary

This video promotes a traditional Chinese medicine beauty soup made with peach gum, tremella mushroom, jujubes, and goji berries as an acne-friendly dessert that hydrates skin from within and won't spike blood sugar or cause breakouts. The ingredients are simmered in a double boiler for 30 minutes and naturally sweetened, making it suitable for those with acne-prone or dull skin.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@tifeugc5/video/7620376658339482901,"# Summary

According to Traditional Chinese Medicine, consuming red-colored foods and ingredients—like dried rose, azuki beans, goji berries, and jujubes—can improve skin appearance by boosting circulation, reducing puffiness, brightening complexion, and promoting better sleep. These ingredients can be incorporated into teas, soups, and snacks for a natural glow-boosting skincare routine.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@s_u_n_r_i_t_a_/video/7622708465919593748,"# Summary

This TikTok video promotes snow fungus soup as an ""edible skincare"" remedy, claiming that snow fungus is traditionally used in Chinese medicine for hydration and benefits to immunity, respiratory health, and circulation. The creator provides a simple four-ingredient recipe (snow fungus, jujube dates, goji berries, and rock sugar) to make the soup at home.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@glowwithmeenah1/video/7622455075696413960,"# Summary

The video claims that Chinese women maintain youthful skin by consuming nourishing foods like tremella mushroom, goji berries, and jujube that work from the inside out, rather than relying on expensive topical products or procedures like Botox. The implication is that the Western skincare industry profits from surface-level solutions and doesn't promote this internal nourishment approach because it would reduce consumer spending.",partial,Discusses acne but no specific verifiable treatment claim found,none,na
https://www.tiktok.com/@dermarkologist/video/7627927135872650527,"# Summary

This video promotes a traditional Chinese medicine dessert soup (Inartang) made with snow fungus, red dates, and goji berries to combat autumn dryness and improve skin hydration and glow. The creator emphasizes that these yin-nourishing herbs are gentle, food-grade ingredients that help moisturize the lungs and skin, though they caution the recipe may not be suitable for people with naturally damp constitutions.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@dermarkologist/video/7428736623879130410,"# Summary

The creator promotes traditional Chinese medicine-inspired skincare products containing natural herbs like pearl powder and chrysanthemum, claiming that these ancient ingredients are powerful for skin and that combining Eastern and Western approaches is more effective than relying solely on science-based skincare.",yes,Promotes non-AAD treatment: traditional chinese medicine,traditional chinese medicine,no
https://www.tiktok.com/@natalie_oneillll/video/7609773266202414358,"A dermatologist recommends using a retinoid product to treat closed comedones, advising users to start with a ""rule of threes"" application schedule (every 3rd day, then 2nd day, then daily over three months) to achieve results without irritation.",no,Recommends professional dermatological care,none,na
